1	def:auto:0.1.2.1	definition	0.1.2.1	amb76d89796acbc9db77c32ae6e1766fdc	begin { array } [t] { @ { } l@ { } } text { ( V1 ) } V2 text { ist ein Term } , \\ [0.2em] text { ( ii ) } V3 text { ist ein Term } , \\ [0.2em] text { ( iii ) } V4 ( t_1 , dots , t_{V5} ) text { ist ein Term } . end { array }	Terme der Prädikatenlogik
1	def:auto:0.1.2.2	definition	0.1.2.2	am7483c07c70dc0c52ffb13cb5e8a44c74	begin { array } [t] { @ { } l@ { } } text { ( V1 ) } V2 text { ist eine Aussage } , \\ [0.3em] text { ( ii ) } V3 ( t_1 , dots , t_{V4} ) text { ist eine Aussage , falls } V3 text { ein } V4 text { -stelliges Prädikat } \\ text { und } t_1 , dots , t_{V4} text { Terme sind } , \\ [0.4em] text { ( iii ) } t_1 = t_2 text { ist eine Aussage , falls } t_1 , t_2 text { Terme sind } , \\ [0.4em] text { ( iv ) } neg V5 text { ist eine Aussage } , \\ [0.2em] text { ( V6 ) } ( V5 land V7 ) , ( V5 lor V7 ) , ( V5 to V7 ) , ( V5 leftrightarrow V7 ) \\ text { sind Aussagen } , \\ [0.4em] text { ( vi ) } forall V8 V5 , exists V9 V5 text { sind Aussagen } . end { array }	Aussagen der Logik
1	thm:auto:2.3.1.1	theorem	2.3.1.1	ame0f81dbf8145ec5f44a8070976e84eb8	V1 vdash V1	Reflexivität der Implikation
1	thm:auto:2.3.1.2	theorem	2.3.1.2	ame287c4e7c58fdba6a856b7fa7d36853d	V1 to V1	Reflexivität der Implikation
1	thm:auto:2.3.1.3	theorem	2.3.1.3	am79603ad416da401477050cbb752ac43a	V1 leftrightarrow V1	Reflexivität des Bikonditionals
1	thm:auto:2.3.1.4	theorem	2.3.1.4	ame45f20f815ef6a037391f4f411dae80f	V1 lor V1 eqvdash V1	Idempotenzgesetz für \\(\\lor \\)
1	thm:auto:2.3.1.5	theorem	2.3.1.5	am4ef7107619be43babbbb4702f6c34ca7	V1 land V1 eqvdash V1	Idempotenzgesetz für \\(\\land \\)
1	thm:auto:2.3.2.1	theorem	2.3.2.1	am4e8e4c2a6b3e954df69783a5e5c23fb1	V1 lor V2 vdash V2 lor V1	Kommutativgesetz für \\(\\lor \\)
1	thm:auto:2.3.2.2	theorem	2.3.2.2	am005b6801db1e361eb5f38a155274b2bb	V1 lor V2 eqvdash V2 lor V1	Kommutativgesetz für \\(\\lor \\)
1	thm:auto:2.3.2.3	theorem	2.3.2.3	am57e4b8bf0e6d97d2d0ff66118f148c36	V1 land V2 vdash V2 land V1	Kommutativgesetz für \\(\\land \\)
1	thm:auto:2.3.2.4	theorem	2.3.2.4	amd35b0817ec974c7fb362431d6ab163e6	V1 land V2 eqvdash V2 land V1	Kommutativgesetz für \\(\\land \\)
1	thm:auto:2.3.2.5	theorem	2.3.2.5	am1dafcfa20a658bfc9d482c4cce11ff19	V1 leftrightarrow V2 vdash V2 leftrightarrow V1	Kommutativgesetz für \\(\\leftrightarrow \\)
1	thm:auto:2.3.2.6	theorem	2.3.2.6	am321aad0c817fa0a2f56a017b6fbe2375	V1 leftrightarrow V2 eqvdash V2 leftrightarrow V1	Kommutativgesetz für \\(\\leftrightarrow \\)
1	thm:auto:2.3.3.1	theorem	2.3.3.1	am57dff63cd741bd251c678709fd9fb629	V1 lor ( V2 lor V3 ) eqvdash ( V1 lor V2 ) lor V3	Assoziativgesetz für \\(\\lor \\)
1	thm:auto:2.3.3.2	theorem	2.3.3.2	amc8d6614dc13df02334f010af0abf2706	V1 land ( V2 land V3 ) eqvdash ( V1 land V2 ) land V3	Assoziativgesetz für \\(\\land \\)
1	def:auto:2.3.3.1	definition	2.3.3.1	amc35068e69885e83b82ae5afb17101fe6	V1 land V2 land V3 coloneqq V1 land ( V2 land V3 )	Meta-Notation für dreifache Konjunktion
1	def:auto:2.3.3.2	definition	2.3.3.2	ama65d57d9abb10a7526451765815d04a4	V1 lor V2 lor V3 coloneqq V1 lor ( V2 lor V3 )	Meta-Notation für dreifache Disjunktion
1	thm:auto:2.3.4.1	theorem	2.3.4.1	ama11d7b1734ee98e25165d1392980a711	V1 land V2 land V3 vdash V2	
1	thm:auto:2.3.4.2	theorem	2.3.4.2	am5c04681db2cc755b931be1d8356bbb83	V1 land V2 land V3 vdash V3	
1	thm:auto:2.3.4.3	theorem	2.3.4.3	am41168102a44e1902c0e6a3acadd5b103	V1 , V2 , V3 vdash V1 land V2 land V3	
1	thm:auto:2.3.4.4	theorem	2.3.4.4	am60dcae827ad55697e4c921fe7687ea13	V1 vdash V2 lor V1 lor V3	
1	thm:auto:2.3.4.5	theorem	2.3.4.5	am34a79aa44b5ed3f52b3996c1f990551f	V1 vdash V1 lor V2 lor V3	
1	thm:auto:2.3.4.6	theorem	2.3.4.6	am2c76190bfa364b6e860569cec65d5f3a	V1 vdash V2 lor V3 lor V1	
1	thm:auto:2.3.4.7	theorem	2.3.4.7	am66453c2daed4c8bb0260c81950eaf33d	P_1 lor P_2 lor P_3 , [P_1] vdots V1 , [P_2] vdots V1 , [P_3] vdots V1 vdash V1	
1	thm:auto:2.3.4.8	theorem	2.3.4.8	ameccdfdebefb2f2a165c75f29edbaa1a2	P_1 lor P_2 lor P_3 lor P_4 , [P_1] vdots V1 , [P_2] vdots V1 , [P_3] vdots V1 , [P_4] vdots V1 vdash V1	
1	thm:auto:2.3.5.1	theorem	2.3.5.1	am46a98a597ceb3058114fec7ccd35a5da	V1 land ( V2 lor V3 ) eqvdash ( V1 land V2 ) lor ( V1 land V3 )	Distributivgesetz
1	thm:auto:2.3.5.2	theorem	2.3.5.2	amfb3031188b7bed71411bebe8000aa4da	( V1 lor V2 ) land V3 eqvdash ( V1 land V3 ) lor ( V2 land V3 )	Distributivgesetz
1	thm:auto:2.3.5.3	theorem	2.3.5.3	am8c61b75180989413ff0f98314a047dcc	( V1 lor V2 ) land ( V3 lor V4 ) eqvdash ( V1 land V3 ) lor ( V1 land V4 ) lor ( V2 land V3 ) lor ( V2 land V4 )	Erweitertes Distributivgesetz
1	thm:auto:2.3.5.4	theorem	2.3.5.4	am28f6eb9b3e360d1b4fc4d80efc5a3c86	V1 lor ( V2 land V3 ) eqvdash ( V1 lor V2 ) land ( V1 lor V3 )	Distributivgesetz
